Year,Number of Bedrooms,Property Type,County,UNIT,Rent_Price,Land_Price,Population of County,Avg_Rent_By_Bedroom,Rent_Land_Ratio,vat_internal_€m,paye_income_tax_and_usc_€m,self_employed_income_tax_€m,corporation_tax_€m,capital_gains_tax_€m
2022,1 to 3 bed,All property types,Dublin,Euro,2017.55,18395,1458154,1230.7152459016395,0.10967926066865996,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,2012.66,18395,1458154,1385.131496350365,0.10941342756183746,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,2012.05,18395,1458154,1385.131496350365,0.1093802663767328,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,2011.29,18395,1458154,1184.0090322580645,0.10933895080184833,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,2007.82,18395,1458154,1274.9833802816902,0.10915031258494155,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,2005.68,18395,1458154,1385.131496350365,0.10903397662408264,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,2004.38,18395,1458154,1230.7152459016395,0.10896330524599077,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,2004.02,18395,1458154,1274.9833802816902,0.10894373471051916,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,2002.39,18395,1458154,1298.127292225201,0.10885512367491167,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,2001.16,18395,1458154,1274.9833802816902,0.10878825767871704,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1999.33,18395,1458154,1385.131496350365,0.1086887741234031,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1998.72,18395,1458154,1298.127292225201,0.10865561293829845,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1990.69,18395,1458154,1230.7152459016395,0.10821908127208481,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1990.2,18395,1458154,1184.0090322580645,0.10819244359880402,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1990.17,18395,1458154,1385.131496350365,0.10819081272084806,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1988.71,18395,1458154,1298.127292225201,0.10811144332699103,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1988.13,18395,1458154,1385.131496350365,0.10807991301984235,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1988.02,18395,1458154,1298.127292225201,0.1080739331340038,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1986.57,18395,1458154,1184.0090322580645,0.1079951073661321,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1986.39,18395,1458154,1184.0090322580645,0.10798532209839631,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1981.3,18395,1458154,1274.9833802816902,0.10770861647186736,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1979.26,18395,1458154,1274.9833802816902,0.10759771677086165,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1977.76,18395,1458154,1274.9833802816902,0.10751617287306334,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1976.94,18395,1458154,1385.131496350365,0.10747159554226693,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1973.08,18395,1458154,1298.127292225201,0.10726175591193259,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1969.86,18395,1458154,1298.127292225201,0.10708670834465887,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1969.71,18395,1458154,1184.0090322580645,0.10707855395487904,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1968.8,18395,1458154,1298.127292225201,0.10702908399021473,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1966.55,18395,1458154,1230.7152459016395,0.10690676814351725,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1966.21,18395,1458154,1385.131496350365,0.10688828486001631,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1965.41,18395,1458154,1274.9833802816902,0.10684479478119055,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1963.61,18395,1458154,1385.131496350365,0.10674694210383255,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1963.58,18395,1458154,1385.131496350365,0.10674531122587659,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1960.69,18395,1458154,1274.9833802816902,0.10658820331611851,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1959.25,18395,1458154,1230.7152459016395,0.10650992117423212,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1958.51,18395,1458154,1230.7152459016395,0.1064696928513183,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1956.58,18395,1458154,1274.9833802816902,0.10636477303615112,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1952.02,18395,1458154,1184.0090322580645,0.10611687958684425,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1951.61,18395,1458154,1274.9833802816902,0.10609459092144603,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1947.7,18395,1458154,1274.9833802816902,0.10588203316118511,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1947.18,18395,1458154,1298.127292225201,0.10585376460994836,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1946.33,18395,1458154,1184.0090322580645,0.10580755640119598,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1944.38,18395,1458154,1385.131496350365,0.10570154933405818,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1938.82,18395,1458154,1274.9833802816902,0.10539929328621908,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1937.04,18395,1458154,1230.7152459016395,0.10530252786083175,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1935.66,18395,1458154,1298.127292225201,0.1052275074748573,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1934.87,18395,1458154,1274.9833802816902,0.10518456102201684,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1933.92,18395,1458154,1184.0090322580645,0.10513291655341125,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1933.12,18395,1458154,1298.127292225201,0.10508942647458548,9895.73,13623.77,1383.09,11525.39,792.11
2022,Four plus bed,All property types,Dublin,Euro,1927.06,18395,1458154,1680.8637333333334,0.10475998912748029,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1924.86,18395,1458154,1184.0090322580645,0.10464039141070942,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1922.84,18395,1458154,1385.131496350365,0.10453057896167436,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1921.87,18395,1458154,1230.7152459016395,0.10447784724109811,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1921.83,18395,1458154,1385.131496350365,0.10447567273715683,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1920.19,18395,1458154,1184.0090322580645,0.10438651807556401,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1919.11,18395,1458154,1385.131496350365,0.10432780646914921,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1919.05,18395,1458154,1274.9833802816902,0.1043245447132373,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1918.92,18395,1458154,1184.0090322580645,0.10431747757542811,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1915.99,18395,1458154,1385.131496350365,0.10415819516172874,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1904.4,18395,1458154,1298.127292225201,0.10352813264474042,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1904.32,18395,1458154,1298.127292225201,0.10352378363685784,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1904.32,18395,1458154,1230.7152459016395,0.10352378363685784,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1903.22,18395,1458154,1184.0090322580645,0.1034639847784724,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1902.1,18395,1458154,1385.131496350365,0.10340309866811632,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1901.34,18395,1458154,1298.127292225201,0.10336178309323185,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1899.9,18395,1458154,1298.127292225201,0.10328350095134547,9895.73,13623.77,1383.09,11525.39,792.11
2022,Four plus bed,All property types,Dublin,Euro,1898.88,18395,1458154,1680.8637333333334,0.10322805110084263,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1895.99,18395,1458154,1298.127292225201,0.10307094319108454,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1895.99,18395,1458154,1298.127292225201,0.10307094319108454,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1894.74,18395,1458154,1298.127292225201,0.10300298994291927,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1892.57,18395,1458154,1274.9833802816902,0.10288502310410437,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1892.08,18395,1458154,1230.7152459016395,0.1028583854308236,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1889.85,18395,1458154,1298.127292225201,0.10273715683609676,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1889.33,18395,1458154,1274.9833802816902,0.10270888828486001,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1889.0,18395,1458154,1385.131496350365,0.10269094862734439,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1887.57,18395,1458154,1230.7152459016395,0.10261321011144332,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1887.54,18395,1458154,1184.0090322580645,0.10261157923348736,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1885.27,18395,1458154,1230.7152459016395,0.10248817613481924,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1884.51,18395,1458154,1274.9833802816902,0.10244686055993477,9895.73,13623.77,1383.09,11525.39,792.11
2022,Four plus bed,All property types,Dublin,Euro,1884.46,18395,1458154,1680.8637333333334,0.10244414243000816,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1883.36,18395,1458154,1298.127292225201,0.10238434357162272,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1878.53,18395,1458154,1184.0090322580645,0.10212177222071214,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1877.47,18395,1458154,1385.131496350365,0.10206414786626801,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1873.97,18395,1458154,1298.127292225201,0.10187387877140527,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1873.72,18395,1458154,1230.7152459016395,0.10186028812177222,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1873.69,18395,1458154,1298.127292225201,0.10185865724381626,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1872.38,18395,1458154,1298.127292225201,0.10178744223973907,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1872.38,18395,1458154,1230.7152459016395,0.10178744223973907,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1871.82,18395,1458154,1230.7152459016395,0.10175699918456102,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1870.83,18395,1458154,1274.9833802816902,0.10170318021201413,9895.73,13623.77,1383.09,11525.39,792.11
2022,One bed,All property types,Dublin,Euro,1870.73,18395,1458154,1057.0936904761904,0.10169774395216091,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1868.67,18395,1458154,1184.0090322580645,0.10158575699918457,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1868.18,18395,1458154,1230.7152459016395,0.10155911932590378,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1868.14,18395,1458154,1298.127292225201,0.1015569448219625,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1866.64,18395,1458154,1184.0090322580645,0.10147540092416418,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1865.93,18395,1458154,1274.9833802816902,0.1014368034792063,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1865.5,18395,1458154,1274.9833802816902,0.10141342756183745,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1865.11,18395,1458154,1184.0090322580645,0.10139222614840988,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1864.7,18395,1458154,1230.7152459016395,0.1013699374830117,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1863.88,18395,1458154,1230.7152459016395,0.10132536015221529,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1863.55,18395,1458154,1298.127292225201,0.10130742049469964,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1862.82,18395,1458154,1385.131496350365,0.10126773579777112,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1861.21,18395,1458154,1230.7152459016395,0.10118021201413428,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1860.69,18395,1458154,1298.127292225201,0.10115194346289753,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1859.43,18395,1458154,1274.9833802816902,0.10108344658874695,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1856.72,18395,1458154,1230.7152459016395,0.10093612394672466,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1855.0,18395,1458154,1230.7152459016395,0.10084262027724926,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1854.52,18395,1458154,1385.131496350365,0.1008165262299538,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1853.2,18395,1458154,1274.9833802816902,0.10074476759989127,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1853.0,18395,1458154,1184.0090322580645,0.10073389508018483,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1852.65,18395,1458154,1230.7152459016395,0.10071486817069857,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1852.64,18395,1458154,1184.0090322580645,0.10071432454471324,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1851.46,18395,1458154,1385.131496350365,0.10065017667844524,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1847.97,18395,1458154,1274.9833802816902,0.10046045120956781,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1847.32,18395,1458154,1274.9833802816902,0.10042511552052187,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1844.39,18395,1458154,1230.7152459016395,0.10026583310682251,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1842.89,18395,1458154,1184.0090322580645,0.1001842892090242,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1839.74,18395,1458154,1184.0090322580645,0.10001304702364773,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1838.01,18395,1458154,1274.9833802816902,0.099918999728187,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1835.92,18395,1458154,1274.9833802816902,0.0998053818972547,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1835.29,18395,1458154,1230.7152459016395,0.09977113346017939,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1834.37,18395,1458154,1274.9833802816902,0.09972111986952975,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1834.13,18395,1458154,1230.7152459016395,0.09970807284588204,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1832.65,18395,1458154,1274.9833802816902,0.09962761620005436,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1831.72,18395,1458154,1298.127292225201,0.09957705898341941,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1827.35,18395,1458154,1298.127292225201,0.09933949442783364,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1826.55,18395,1458154,1298.127292225201,0.09929600434900789,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1825.52,18395,1458154,1298.127292225201,0.0992400108725197,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1824.68,18395,1458154,1184.0090322580645,0.09919434628975266,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1824.07,18395,1458154,1298.127292225201,0.099161185104648,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1821.98,18395,1458154,1230.7152459016395,0.09904756727371568,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1820.89,18395,1458154,1298.127292225201,0.09898831204131558,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1820.89,18395,1458154,1230.7152459016395,0.09898831204131558,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1819.57,18395,1458154,1298.127292225201,0.09891655341125305,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1819.57,18395,1458154,1230.7152459016395,0.09891655341125305,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1818.95,18395,1458154,1298.127292225201,0.0988828486001631,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1816.54,18395,1458154,1230.7152459016395,0.09875183473770047,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1814.88,18395,1458154,1385.131496350365,0.098661592824137,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1814.1,18395,1458154,1184.0090322580645,0.09861918999728186,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1813.4,18395,1458154,1274.9833802816902,0.09858113617830933,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1812.28,18395,1458154,1298.127292225201,0.09852025006795324,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1812.28,18395,1458154,1230.7152459016395,0.09852025006795324,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1811.37,18395,1458154,1230.7152459016395,0.09847078010328893,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1810.88,18395,1458154,1298.127292225201,0.09844414243000817,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1809.15,18395,1458154,1274.9833802816902,0.09835009513454744,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1808.47,18395,1458154,1184.0090322580645,0.09831312856754552,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1806.19,18395,1458154,1385.131496350365,0.09818918184289209,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1802.25,18395,1458154,1184.0090322580645,0.09797499320467519,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1800.72,18395,1458154,1230.7152459016395,0.0978918184289209,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1800.24,18395,1458154,1274.9833802816902,0.09786572438162544,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1799.87,18395,1458154,1385.131496350365,0.09784561022016852,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1799.73,18395,1458154,1274.9833802816902,0.09783799945637402,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1798.4,18395,1458154,1230.7152459016395,0.09776569720032618,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1797.95,18395,1458154,1230.7152459016395,0.09774123403098668,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1796.96,18395,1458154,1298.127292225201,0.0976874150584398,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1796.96,18395,1458154,1184.0090322580645,0.0976874150584398,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1796.96,18395,1458154,1230.7152459016395,0.0976874150584398,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1794.74,18395,1458154,1184.0090322580645,0.0975667300896983,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1793.4,18395,1458154,1274.9833802816902,0.09749388420766514,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1790.63,18395,1458154,1298.127292225201,0.09734329980973092,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1790.4,18395,1458154,1298.127292225201,0.0973307964120685,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1789.84,18395,1458154,1184.0090322580645,0.09730035335689045,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1788.01,18395,1458154,1230.7152459016395,0.09720086980157651,9895.73,13623.77,1383.09,11525.39,792.11
2022,Four plus bed,All property types,Dublin,Euro,1786.97,18395,1458154,1680.8637333333334,0.09714433269910303,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1784.01,18395,1458154,1274.9833802816902,0.09698341940744767,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1780.06,18395,1458154,1274.9833802816902,0.09676868714324545,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1779.18,18395,1458154,1184.0090322580645,0.0967208480565371,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1778.15,18395,1458154,1230.7152459016395,0.09666485458004893,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1776.76,18395,1458154,1184.0090322580645,0.09658929056808915,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1776.14,18395,1458154,1274.9833802816902,0.09655558575699918,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1774.15,18395,1458154,1230.7152459016395,0.09644740418592009,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1773.44,18395,1458154,1274.9833802816902,0.09640880674096222,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1773.09,18395,1458154,1298.127292225201,0.09638977983147594,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1770.42,18395,1458154,1274.9833802816902,0.09624463169339495,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 2 bed,All property types,Dublin,Euro,1770.0,18395,1458154,1184.0090322580645,0.09622179940201142,9895.73,13623.77,1383.09,11525.39,792.11
2022,1 to 3 bed,All property types,Dublin,Euro,1768.85,18395,1458154,1230.7152459016395,0.09615928241369937,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1765.34,18395,1458154,1274.9833802816902,0.09596846969285132,9895.73,13623.77,1383.09,11525.39,792.11
2022,Three bed,All property types,Dublin,Euro,1761.68,18395,1458154,1385.131496350365,0.09576950258222343,9895.73,13623.77,1383.09,11525.39,792.11
2022,All bedrooms,All property types,Dublin,Euro,1760.92,18395,1458154,1298.127292225201,0.09572818700733896,9895.73,13623.77,1383.09,11525.39,792.11
2022,Two bed,All property types,Dublin,Euro,1760.84,18395,1458154,1274.9833802816902,0.09572383799945637,9895.73,13623.77,1383.09,11525.39,792.11
