Year,Number of Bedrooms,Property Type,County,UNIT,Rent_Price,Land_Price,Population of County
2022,Three bed,All property types,Dublin,Euro,2116.21,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2113.83,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2112.73,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2111.6,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2109.05,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2108.91,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,2108.76,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2103.97,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2101.04,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2099.82,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2098.39,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2098.07,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2086.19,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2076.69,18395,1458154
2022,Four plus bed,All property types,Dublin,Euro,2070.6,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2069.45,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2064.34,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2062.96,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2059.67,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2059.45,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2058.88,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2057.83,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2056.75,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,2056.68,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2054.65,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2049.28,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2046.42,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2045.99,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2042.83,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2041.1,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2040.41,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2039.58,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2034.61,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2034.3,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2032.66,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2024.86,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2022.27,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,2020.77,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2018.57,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2017.85,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2017.76,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2017.55,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2012.66,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2012.05,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,2011.29,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2007.82,18395,1458154
2022,Three bed,All property types,Dublin,Euro,2005.68,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,2004.38,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2004.02,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,2002.39,18395,1458154
2022,Two bed,All property types,Dublin,Euro,2001.16,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1999.33,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1998.72,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1990.69,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1990.2,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1990.17,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1988.71,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1988.13,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1988.02,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1986.57,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1986.39,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1981.3,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1979.26,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1977.76,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1976.94,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1973.08,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1969.86,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1969.71,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1968.8,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1966.55,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1966.21,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1965.41,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1963.61,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1963.58,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1960.69,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1959.25,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1958.51,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1956.58,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1952.02,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1951.61,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1947.7,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1947.18,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1946.33,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1944.38,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1938.82,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1937.04,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1935.66,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1934.87,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1933.92,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1933.12,18395,1458154
2022,Four plus bed,All property types,Dublin,Euro,1927.06,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1924.86,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1922.84,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1921.87,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1921.83,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1920.19,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1919.11,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1919.05,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1918.92,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1915.99,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1904.4,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1904.32,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1904.32,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1903.22,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1902.1,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1901.34,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1899.9,18395,1458154
2022,Four plus bed,All property types,Dublin,Euro,1898.88,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1895.99,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1895.99,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1894.74,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1892.57,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1892.08,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1889.85,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1889.33,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1889,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1887.57,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1887.54,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1885.27,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1884.51,18395,1458154
2022,Four plus bed,All property types,Dublin,Euro,1884.46,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1883.36,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1878.53,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1877.47,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1873.97,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1873.72,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1873.69,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1872.38,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1872.38,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1871.82,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1870.83,18395,1458154
2022,One bed,All property types,Dublin,Euro,1870.73,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1868.67,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1868.18,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1868.14,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1866.64,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1865.93,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1865.5,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1865.11,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1864.7,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1863.88,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1863.55,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1862.82,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1861.21,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1860.69,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1859.43,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1856.72,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1855,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1854.52,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1853.2,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1853,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1852.65,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1852.64,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1851.46,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1847.97,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1847.32,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1844.39,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1842.89,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1839.74,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1838.01,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1835.92,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1835.29,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1834.37,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1834.13,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1832.65,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1831.72,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1827.35,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1826.55,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1825.52,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1824.68,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1824.07,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1821.98,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1820.89,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1820.89,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1819.57,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1819.57,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1818.95,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1816.54,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1814.88,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1814.1,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1813.4,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1812.28,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1812.28,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1811.37,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1810.88,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1809.15,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1808.47,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1806.19,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1802.25,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1800.72,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1800.24,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1799.87,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1799.73,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1798.4,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1797.95,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1796.96,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1796.96,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1796.96,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1794.74,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1793.4,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1790.63,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1790.4,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1789.84,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1788.01,18395,1458154
2022,Four plus bed,All property types,Dublin,Euro,1786.97,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1784.01,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1780.06,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1779.18,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1778.15,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1776.76,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1776.14,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1774.15,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1773.44,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1773.09,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1770.42,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1770,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1768.85,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1765.34,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1761.68,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1760.92,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1760.84,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1756.51,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1755.5,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1754.98,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1754.92,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1754.79,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1754.58,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1752.88,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1751.53,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1751.18,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1750.2,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1747.43,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1745.84,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1745.8,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1745.53,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1744.77,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1744.45,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1744.01,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1743.53,18395,1458154
2022,One bed,All property types,Dublin,Euro,1742.56,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1740.39,18395,1458154
2022,One bed,All property types,Dublin,Euro,1738.26,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1737.05,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1736.09,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1735.94,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1733.98,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1730.77,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1728.48,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1725.5,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1724.99,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1724.13,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1723.95,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1723.77,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1723.25,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1722.3,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1719.41,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1716.78,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1715.86,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1714.17,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1712.69,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1712.07,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1711.92,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1710.03,18395,1458154
2022,One bed,All property types,Dublin,Euro,1708.63,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1704.48,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1704.1,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1701.43,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1700.45,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1700.45,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1700.36,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1699.16,18395,1458154
2022,One bed,All property types,Dublin,Euro,1698.82,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1698.72,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1698.42,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1697.87,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1696.18,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1696.16,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1694.47,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1694.47,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1692.59,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1691.81,18395,1458154
2022,One bed,All property types,Dublin,Euro,1691.68,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1691.67,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1690.13,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1689.22,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1687.36,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1682.81,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1682.67,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1682.45,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1678,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1677.99,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1677.84,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1677.03,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1676.26,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1675.8,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1673.74,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1673.08,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1671.74,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1670.66,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1669.76,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1669.55,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1668.59,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1668.37,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1668.13,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1662.78,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1662.01,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1661.59,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1660.76,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1660.68,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1659.5,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1659.34,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1659.14,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1659.1,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1656.93,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1655.96,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1655.74,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1653.4,18395,1458154
2022,One bed,All property types,Dublin,Euro,1652.43,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1651.95,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1649.17,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1648.82,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1648.02,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1647.29,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1646.82,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1644.21,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1643.63,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1642.53,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1640.5,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1639.71,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1639.25,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1637.96,18395,1458154
2022,One bed,All property types,Dublin,Euro,1637.63,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1637.44,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1636.2,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1635.83,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1635.72,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1634.81,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1634.02,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1632.7,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1631.89,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1628.55,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1628.52,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1628.14,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1625.19,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1623.82,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1623.19,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1622.95,18395,1458154
2022,One bed,All property types,Dublin,Euro,1622.66,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1622.56,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1621.34,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1620.09,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1618.86,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1618.08,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1617.65,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1616.57,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1616.48,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1616.04,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1615.48,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1615.45,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1615.33,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1612.48,18395,1458154
2022,One bed,All property types,Dublin,Euro,1610.89,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1610.47,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1609.76,18395,1458154
2022,One bed,All property types,Dublin,Euro,1608.34,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1608.11,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1608.1,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1606.71,18395,1458154
2022,Three bed,All property types,Dublin,Euro,1606.17,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1604.78,18395,1458154
2022,One bed,All property types,Dublin,Euro,1603.74,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1602.26,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1598.72,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1597.91,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1593.58,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1592.61,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1592.01,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1590.16,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1590.05,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1589.13,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1587.73,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1587.32,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1587.24,18395,1458154
2022,One bed,All property types,Dublin,Euro,1586.98,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1586.86,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1586.14,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1585.73,18395,1458154
2022,Two bed,All property types,Dublin,Euro,1585.69,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1585.46,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1584.32,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1584.27,18395,1458154
2022,One bed,All property types,Dublin,Euro,1584.08,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1583.73,18395,1458154
2022,All bedrooms,All property types,Dublin,Euro,1582.74,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1582.01,18395,1458154
2022,1 to 2 bed,All property types,Dublin,Euro,1581.06,18395,1458154
2022,1 to 3 bed,All property types,Dublin,Euro,1579.57,18395,1458154
2022,One bed,All property types,Dublin,Euro,1579.3,18395,1458154
